,numPhotos,price,propertyType,size,exterior,rooms,bathrooms,address,municipality,latitude,longitude,distance,description,priceByArea,hasPlan,floor,district,hasLift,parkingSpace_included_in_listing,floor_grouped,municipality_grouped
233,28,650.0,flat,96.0,True,2,1,Calle de San Juan,Aranjuez,40.02997,-3.59598,43953,"PROMOCIÓN SEPTIEMBRE: 1 MES DE ALQUILER GRATIS si reservas antes del 30 de Septiembre. Y además, ¡sin comisiones de agencia! Piso de 2 dormitorios y un cuarto de baño, de 96,90 m2 aproximadamente, se encuentra en el municipio de Aranjuez, en la provincia de Madrid. La vivienda se distribuye en: 2 dormitorios con armarios empotrados, un cuarto de baño, salón-comedor y cocina amueblada y equipada con horno, vitrocerámica y campana extractora. Dispone de trastero y aire acondicionado. Se ubica en la planta tercera de un edificio plurifamiliar de tres plantas sobre rasante, el cual no dispone de ascensor. Zona consolidada con todo tipo de servicios tales como, sanitarios, educativos, restaurantes, supermercados, comercios, campo de golf, parques infantiles y grandes zonas verdes. Hospital del Tajo a escasos 6 minutos y el Palacio Real de Aranjuez a 4,8 km. Bien comunicada con diversas líneas de transporte púbico: Autobuses líneas L4 y 429 y líneas de cercanías C3 y C3A. Dispone de buenas conexiones con todo tipo de carreteras, nacional, comarcal, local y autovías. *Promoción válida para contratos firmados antes de 30 de Septiembre del 2022 (incluido). Esta promoción no es acumulable. Condiciones válidas para inmuebles identificados en webs y portales con detalle promocional de campaña identificado en descriptivo del anuncio.",6.770833333333333,True,3,Nuevo Aranjuez-Ciudad de las Artes,False,False,3,Other
234,29,660.0,flat,168.0,False,3 or more,2,Calle Acrópolis de Atenas,Aranjuez,40.05578,-3.59222,41221,"PROMOCIÓN SEPTIEMBRE: GRATIS Alta de Suministros si reservas antes del 31 de Septiembre. Y además, ¡Sin comisiones de agencia! Viviendas de cuatro dormitorios en la tercera planta de un edificio de tres alturas sobre rasante, construido en 2005 y en perfecto estado de conservación, con ascensor y ubicadas en el barrio de Ciudad Jardín (Aranjuez) provincia de Madrid. La vivienda consta de unos 151 m2 construidos aproximadamente. Totalmente exterior. Está distribuida en amplio y luminoso salón-comedor, cocina independiente muy luminosa con muebles altos, bajos y semi-equipada (dispone de horno, placa vitrocerámica y campana extractora), cuatro dormitorios (el principal con armario empotrado), dos cuarto de baño, lavadero y terraza. Cuenta con plaza de garaje y trastero. Dispone de suelos de gres en todas las estancias, cerramientos de aluminio blanco tipo Climalit, calefacción individual por gas natural. Zona consolidada con todo tipo de servicios y comercios. Hospital del Tajo a escasos 6 minutos, colegios, Campo de golf y grandes zonas verdes (conocido parque La Montaña a 5 min caminando). Bien comunicada con diversas líneas de transporte púbico: Autobuses líneas L4 y 429 y líneas de cercanías C3 y C3A. m². *Promoción válida para contratos firmados antes de 30 de Septiembre del 2022 (incluido). Esta promoción no es acumulable. Condiciones válidas para inmuebles identificados en webs y portales con detalle promocional de campaña identificado en descriptivo del anuncio.",3.9285714285714284,True,3,La Montaña-El Cortijo,True,True,3,Other
235,19,690.0,flat,64.0,True,2,1,Val,Alcalá de Henares,40.48345,-3.35198,30634,"Apartamento en planta baja, con acceso directo desde la calle Av. Lope de Figueroa. Zona dotada de todos los servicios (colegios, institutos, centro médico, C. C. El Val, galería Juan de Austria. etc), bien comunicada con bus urbano, Continental y Renfe.    Se alquila semi-amueblado. Consta de cocina independiente amueblada y equipada con electrodomésticos (Vitrocerámica, horno, campana, lavadora, frigorífico y microondas), salón, terraza cerrada de aluminio con 2 armarios que sirven para trastero, baño con plato de ducha y 2 dormitorios.  Suelos de tarima, carpintería interior lacada en blanco y exterior de aluminio con cristal climalit (rejas), calefacción eléctrica, aire acondicionado con bomba de calor en un dormitorio, agua caliente mediante termo eléctrico, 2 armarios empotrados en hall de entrada y pasillo de distribución.  Consumo de agua incluido en el precio. Sólo se paga gasto de luz.  No se admiten mascotas.  Se requiere solvencia económica por tramitar seguro de impago.",10.78125,False,0,Val,False,False,0,Other
236,24,750.0,studio,25.0,True,0,1,Calle de Francisco Silvela,Madrid,40.42824,-3.66891,3177,"FOR RENT INMOBILIARIA OPORTUNIDAD! Estudio EXTERIOR en quinta planta, luminoso y tranquilo, frente al parque Eva Peron, compuesto de zona diáfana, cocina americana, equipada con electro domésticos nevera, lavadora, microondas, placa vitroceramica y campana extractora, armario empotrado de gran capacidad y cama, cuarto de baño con plato de ducha, ascensor. CALEFACCIÓN CENTRAL INCLUIDA EN LA RENTA.  Muy buena comunicación de transportes bus y metros LISTA ( L-4 ) MANUEL BECERRA ( L-2, L-6 ) DIEGO DE LEON ( L-4, L-5 y L-6 ). Zona muy comercial y gran variedad ocio-cultural, rodeado de todos los servicios. Próximo a "" IE "" INSTITUTO DE EMPRESA, HOSPITALES y UNIVERSIDADES. DISPONIBILIDAD INMEDIATA. Infórmate sin compromiso y agenda nuestros números: 672699621 - 607043807 también atendemos por whatsapp.",30.0,True,5,Barrio de Salamanca,True,False,4 or more,Madrid
238,29,725.0,flat,45.0,True,1,1,"Calle de la Pirra, 44",Madrid,40.444,-3.58438,10508,"Vivienda de un dormitorio amueblada con plaza de garaje.  Incluye consumo de agua y gastos de comunidad.  Dormitorio con cama de 135 cm y armario empotrado. Baño amplio completo con bañera y bidé.  Salón comedor amueblado con ventana mirador.  Cocina independiente amueblada y con electrodomésticos: nevera 140cm (con congelador independiente en la parte superior), horno, vitrocerámica de dos fuegos, lavavajillas, lavadora y microondas. Plaza de garaje de acceso directo al edificio. Aire acondicionado y bomba de calor. Suministros de la vivienda son agua y luz. No hay gas. Agua incluida.  Urbanización: Piscina grande con césped. Gimnasio. Pista de paddle. Servicio de portería 24 horas. Amplia con zonas ajardinadas.  NO SE ACEPTAN MASCOTAS.  Contrato por un mínimo de 4 meses, se puede renovar. Se requiere contrato de trabajo y las dos últimas nóminas y reserva de 900€. Junto al CC Plenilunio. A 5 minutos del aeropuerto. EMT Línea 77. Parada en la urbanización. Carreteras: A2, M21, M40, M45, M11. A 8 minutos de Avenida de América. Teléfono de contacto: 608544500.",16.11111111111111,True,2,San Blas,True,True,2,Madrid
239,31,620.0,flat,85.0,False,1,1,Calle de Pedro Faura,Pinto,40.23892,-3.70302,19767,"PROMOCIÓN SEPTIEMBRE: 1 MES DE ALQUILER GRATIS si reservas antes del 30 de Septiembre. Y además, ¡sin comisiones de agencia! Excelente piso de aproximadamente 59,65 m², se encuentra en el municipio de Pinto, provincia de Madrid. La vivienda se distribuye en: un dormitorio, un cuarto de baño, cocina equipada y luminoso salón comedor. Dispone de plaza de garaje. Se encuentra en la planta baja de un edificio de tres alturas sobre rasante y dos plantas sótano, el cual dispone de ascensor. La cocina cuenta con muebles altos y bajos, dispone de horno, placa vitrocerámica y campana extractora. Dispone de armario empotrado en el dormitorio y baño completo con bañera. Dispone de suelos de cerámica en toda la vivienda, cerramientos de aluminio, pintura lisa, termo para agua caliente y calefacción individual por energía eléctrica. Vivienda en perfecto estado de conservación orientada a las zonas comunes del edificio. Edificio con año de construcción aproximado 2007 situado en una zona consolidada con todo tipo de servicios y comercios a su alrededor. Colegios y grandes zonas verdes. Comunicaciones completas con el resto de la provincia por carreteras y autopistas, servicios de ferrocarriles (cercanías a tan sólo 5 minutos) autobuses interurbanos. Buenas comunicaciones con el resto de la ciudad, con paradas próximas de autobuses urbanos interurbanos. *Promoción válida para contratos firmados antes de 30 de Septiembre del 2022 (incluido). Esta promoción no es acumulable. Condiciones válidas para inmuebles identificados en webs y portales con detalle promocional de campaña identificado en descriptivo del anuncio.",7.294117647058823,True,0,San José - Buenos Aires,True,True,0,Other
240,25,590.0,flat,52.0,True,1,1,Los Molinos,Los Molinos,40.70393,-4.07054,44526,"CAVALIER ALQUILA. Apartamento amueblado de 52m2 en planta baja con jardín de 100m2. Con 1 dormitorio, salón comedor de 24m2, baño y cocina. Dispone de cerramientos de PVC con Climalit, dos estufas de pellets y suelos cerámicos.    No se admiten mascotas.    La antigua casa de guardeses, en la planta baja de una villa de principios del siglo XX, se ha convertido en un refugio para descansar y disfrutar de su jardín privado a la sombra de su parra centenaria, rodeada de encinas y robles.    Sin problemas de aparcamiento, dejaras tu vehículo junto a la puerta peatonal de acceso y te olvidaras del coche, pues en tan solo 10 minutos andando estarás en el centro del pueblo y a 5 minutos de la estación de Cercanías Renfe. A solo 35 minutos en coche del centro de Madrid.    Se requiere acreditar ingresos vía nómina, contrato laboral en vigor o resumen de IVA anual, o en lugar de lo anterior, aportar aval bancario.    Es necesario abonar DOS mensualidades como fianza.    Los honorarios de intermediación que paga el arrendatario son de UNA mensualidad más IVA.",11.346153846153847,False,0,unknown,False,False,0,Other
241,15,750.0,penthouse,80.0,True,0,1,Zona Industrial,Tres Cantos,40.60384,-3.69577,20818,"PLAZA DE GARAJE INCLUIDA EN EL PRECIO.  Maravilloso loft ático exterior en alquiler, con magníficas calidades, muy luminoso y tranquilo. Tiene 80 m² y se encuentra completamente reformado. Es un loft diáfano, que cuenta con dos amplios espacios: una zona de habitación con terraza de 10 m² aproximadamente, y una zona de salón-comedor, con la cocina integrada y equipada con los principales electrodomésticos. Tiene además un vestidor, y un baño completo con plato de ducha. Tiene aire acondicionado por bomba de aire frío/calor, termo para agua caliente y suelos de tarima. En el precio se incluye una plaza de garaje. La urbanización cuenta con conserje en horario de portería, piscina comunitaria, pista de pádel y zonas verdes. Mantiene perfectas comunicaciones con líneas de autobuses hacia la estación de Renfe y directamente a Madrid. Interesados contactar con el asesor de la zona.",9.375,False,1,Zona Industrial,True,True,1,Other
242,24,720.0,studio,36.0,True,0,1,barrio San Juan Bautista,Madrid,40.45149,-3.64944,5975,"Nuevo curso, nuevo hogar ¡con hasta 1 MES GRATIS y SIN COMISIÓN DE AGENCIA en tu alquiler!  Amplio y luminoso estudio, con cocina y baño equipado, ¡Listo para entrar a vivir!  *Es condición esencial permanecer en la vivienda al menos 12 meses, de no ser así la promoción quedará sin efectos con carácter retroactivo, viniendo obligado a devolver los importes mensuales de la promoción que se haya beneficiado  ¡ALTA DE SUMINISTROS GRATIS! Disfruta de tu hogar desde el primer momento, Testa Home te ayuda en la gestión del alta de suministros de manera gratuita, con lo que podrás ahorrar hasta 335 € por el alta de la luz y el gas. *Para una vivienda con gasto promedio de 4,4 KWh   Vivienda sin amueblar. En perfecto estado de alquiler. Cocina totalmente amueblada y equipada con electrodomésticos de primeras marcas. Baño con mueble y mampara. Suelos de tarima y armarios empotrados. Plaza de garaje y trastero incluidos en el precio. Urbanización privada con servicio de portería, amplias zonas comunes ajardinada, pista de pádel, piscina comunitaria y parque infantil. Zonas comunes recién reformados. Muy cerca del centro de Madrid, se encuentra frente al C. C Arturo Soria Plaza.  Muy bien comunicado, con varias líneas de autobús y la parada de metro de Arturo Soria A pocos minutos de la salida a la M-30. ¡SÓLO SE PIDE 1 MES DE FIANZA Y ¡SIN COMISIÓN DE AGENCIA! No pagas los gastos de comunidad durante los primeros 3 años e IBI durante los primeros 2 años. Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas.  Consulte condiciones y disponibilidad.  *Imágenes orientativas sin carácter vinculante.  **Las imágenes corresponden a un apartamento tipo.  **Viviendas sujetas a disponibilidad y viviendas no amueblada. Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas. **Las imágenes corresponden a un apartamento tipo. **Viviendas sujetas a disponibilidad. ""  *Tour virtual de vivienda tipo  Las promociones de bienvenida de cada edificio se aplicarán en la promoción para todas las reservas firmadas desde el 01/09/2022 y los contratos firmados hasta el 30/09/2022. A partir del 30/09/2022 la promoción puede estar sujeta a cambios en la bonificación de bienvenida. Excepto selección de viviendas de VPO. Esta promoción no es acumulable con otras campañas y promociones. *Viviendas no amuebladas.",20.0,False,2,Ciudad Lineal,True,True,2,Madrid
243,16,700.0,flat,82.0,True,2,1,San Pedro Regalado,San Lorenzo de el Escorial,40.59382,-4.14823,42463,"ASESORES SAN LORENZO EL ESCORIAL S. L alquila, en exclusiva, este piso situado en pleno centro de San Lorenzo de El Escorial. Se localiza muy próximo al Centro de Salud San Carlos. El piso se encuentra para entrar a vivir. Es un tercero sin ascensor con dos habitaciones, un baño completo, salón y cocina. Las paredes y los techos de la vivienda son lisos, mientras que el suelo de la vivienda es tarima flotante y, el de los baños y la cocina, son de gres cerámico. Las ventanas son de PVC con doble cristal. Al acceder a la vivienda nos encontramos con un gran salón recibidor, con tres ventanas que dan a la calle. Si continúanos a la izquierda nos encontramos un pasillo que nos da acceso a las habitaciones, el baño y la cocina. Si continuamos por el pasillo, lo primero que nos encontramos, a mano izquierda, es una de las habitaciones, a continuación el baño, después la cocina y, finalmente, la otra habitación, esta ultima con armario empotrado. La casa dispone una caldera de gas propano para agua y calefacción. En la comunidad se están planteando poner un ascensor. ¡No dude en pedir información y en venir a visitarlo!",8.536585365853659,False,3,Centro - Casco Histórico,False,False,3,Other
245,19,692.0,flat,83.0,True,2,2,"Calle Valle de Ambles, 2",Torrejón de Ardoz,40.44306,-3.46598,20294,"VIVIENDA NUEVA PARA ALQUILER ¡Estrena hogar con Qube! Alquila tu nueva casa en Torrejón de Ardoz SIN GASTOS DE AGENCIA, NI COMISIONES. Qube Torrejón es un residencial de obra nueva ubicado en Torrejón de Ardoz compuesto por 36 viviendas de Protección de Precio Limitado. Todas las viviendas cuentan con 2 dormitorios, 2 baños, trastero y 1 o 2 plazas de garaje incluido en el precio. El Precio NO incluye los gastos de comunidad, tasas e impuestos vinculados a la vivienda. El edificio cuenta con ascensor, servicio de conserjería, zonas comunes con piscina en mancomunidad, zona chill out en cubierta y sala gastrobar para que toda la familia pueda disfrutar de todas las comodidades que presentan las comunidades Qube. Las viviendas Qube llevan suelo radiante refrescante centralizado mediante aerotermia. Además, cuentan con la mayor calificación energética A con lo que se reduce el consumo energético y lo podrás comprobar en la factura de los consumos. Todos los pisos tienen cocina amueblada equipada con vitrocerámica de inducción, campana decorativa y horno. Los cuartos de baño cuentan con ducha y bañera, mampara, accesorios de baño, espejo y mueble. El resto de la vivienda no está amueblado. Además, las viviendas están dotadas de luminarias en la totalidad de las estancias. ¿Qué necesitas para poder disfrutar de una vivienda Qube? 1 mes de fianza Seguro de hogar a la firma de contrato. Contrato indefinido de más de 1 año de antigüedad. Si no cumples con esta condición se requerirá un avalista adicional. ¡IMPORTANTE! Qube Torrejón es una promoción de “Protección de Precio Limitado en Régimen de Alquiler”, por el decreto 74/2009, podrás optar por el piso que más te guste si cumples los requisitos de acceso de la Comunidad de Madrid, incluido uno de los disponibles adaptado para personas con movilidad que presenten su certificado de discapacidad. Si tienes cualquier duda acerca de las condiciones puedes visitar nuestra web o llamarnos, te responderemos encantados.",8.337349397590362,True,unknown,Suroeste,True,True,unknown,Other
247,14,609.0,flat,56.0,True,1,1,"Calle Álvaro Mutis, 1",Alcalá de Henares,40.51261,-3.36941,30186,"Vivienda adaptada. Certificado 33% de minusvalía. A estrenar con terraza, sin gastos de agencia, ni comisiones y con tu mascota. Reciente construcción de Protección Pública, 1 dormitorios con 1 baños y plaza de garaje. Cuenta con todas las comodidades, aire acondicionado, calefacción, baño equipado, cocina amueblada y equipada con horno, vitrocerámica, campana, terraza y de cuidado diseño y distribución adaptada a cualquier minusvalía según normativa. Alquila tu hogar con Alkira Living. Hemos hecho viviendas pensando en personas que buscan crear un hogar lleno de emociones y energía. Además, nos encantan las mascotas y queremos ayudarte a darles el espacio que merecen.  Es un edificio altamente sostenible que combina un diseño moderno y minimalista, con elementos originales. Integra ascensor en unas amplias zonas de paso, conserjería, sistema de vigilancia 24 horas y zonas comunes al aire libre con parque infantil y piscina. Las instalaciones y los servicios del edificio son respetuosas con el medio ambiente y tiene muy baja huella de carbono (Consulta el certificado energético). Estamos comprometidos con el planeta, con el correcto reparto de los recursos y ahorro energético y económico. Ubicado en una de las zonas de mayor crecimiento de Madrid, son viviendas “Públicas en Régimen de Alquiler”. Según el decreto 74/2009, podrás optar por el piso que más te guste, incluido una de las 4 viviendas adaptadas disponibles para personas con necesidades especiales que presenten su certificado de discapacidad. Visita nuestra web o Llámanos para saber más.  CARACTERÍSTICAS •Armarios empotrados  •Cocina totalmente amueblada •Baño totalmente equipado •Suelos de tarima  •Aire acondicionado •Calefacción individual •Terraza •Ascensor •Trastero incluido •Plaza de garaje incluida •Piscina •Área infantil •Fotos de vivienda piloto. Posibilidad de amueblar todas las viviendas. UBICACIÓN Calle Francisco Umbral esquina Álvaro Mutis, en una tranquila área residencial de nueva construcción, cerca instalaciones deportivas, colegios, ocio.  ¡Consulta condiciones, disponibilidad y visita tu próximo hogar hoy! Las fotos corresponden al piso piloto.",10.875,True,0,Espartales,True,False,0,Other
251,11,750.0,flat,36.0,False,2,1,"Calle Tenerife, 6",Madrid,40.44921,-3.70549,3620,"Se alquila vivienda de 36 m2 (33m2 útiles) según catastro con 2 dormitorios, cuarto de baño completo, salón y cocina americana totalmente equipada con los electrodomésticos. Dispone de suelos de gres, armarios y calefacción individual por caldera de Gas Natural. La vivienda está reformada y se alquila semiamueblada. Finca con ascensor. Esta vivienda será gestionada integralmente a través de la Agencia Negociadora del Alquiler, empresa líder en la gestión del alquiler de viviendas de la Comunidad de Madrid, que se encargará de intentar solucionar y gestionar a los inquilinos cualquier tipo de incidencia (no imputable a ellos) que pueda surgir durante la duración del arrendamiento. También se encargará de tramitar el depósito de la fianza entregada por los inquilinos en la Agencia Social de la Vivienda de la Comunidad de Madrid.  ÚNETE AL TRANQUILER!  Gastos de Comunidad incluidos en la renta. En función de la documentación aportada, podrán aumentar las garantías económicas que se soliciten. Los honorarios por la gestión de la Agencia Negociadora del Alquiler son de una mensualidad de renta + el 21% de IVA.",20.833333333333332,False,2,Tetuán,True,False,2,Madrid
258,16,650.0,studio,28.0,True,0,1,Calle del Cactus,Madrid,40.46082,-3.69888,4920,"EXTRA Inmobiliaria alquila un estudio en Calle del Cactus, en buen estado. En una finca muy bien conservada, está ubicado este estudio de 28 m2 construidos, cuenta con un solo ambiente muy agradable, baño con plato de ducha, aire acondicionado bomba frio y calor y cocina tipo americana equipada.    Al precio debe añadirse el IVA.    Zona inmejorable con todos los servicios como colegios, parques, farmacias, centro de salud, supermercados, restaurantes, teatros a 1 minuto andando de Bravo Murillo y Marqués de Viana. En cuanto a comunicaciones: a 3 minutos andando tenemos la línea de metro 1, parada de Tetuán.",23.214285714285715,False,0,Tetuán,False,False,0,Madrid
259,23,750.0,flat,60.0,False,2,1,Calle Santiago,Alcalá de Henares,40.48499,-3.36434,29663,"Kw habita2 Alquila Fantástico estudio situado en el Casco Histórico de Alcalá de Henares. , totalmente reformado. Consta de dos habitaciones, un cuarto de baño con ducha, cocina equipada independiente y precioso salon/comedor muy luminoso. Totalmente amueblado con un estilo moderno y funcional. Con una ubicación excepcional en la mejor zona del Casco Histórico de Alcalá con todos los servicios alrededor, a 5 minutos de la estación de cercanías y 1 minuto de la Plaza Cervantes. Disponible. Se requiere seguro de impago ""Gastos de gestión no incluidos"".",12.5,False,1,Casco Histórico,False,False,1,Other
260,30,735.0,flat,60.0,True,3 or more,1,Calle Cafarnaúm,Parla,40.23772,-3.77807,20886,"PROMOCIÓN: 1 MES DE ALQUILER GRATIS si reservas antes del 30 de septiembre. Y además, ¡sin comisiones de agencia.Piso de 60 m² en alquiler de 3 dormitorios situado en la localidad de Parla, provincia de Madrid. La vivienda está bien comunicada, a 30 minutos del aeropuerto, con paradas de autobús próximas con la línea N806 y con la carretera A-42 a pocos minutos. La zona dispone de equipamiento variado, centro de salud, centro comercial, restaurantes, parques, farmacia, etc. Construido en 1979 este piso tiene una superficie de 60 m² y se distribuye en salón-comedor, 3 dormitorios, cocina amueblada con armarios altos y bajos y equipada con horno, vitrocerámica y campana extractora y 1 baño, listo para convertirse en su próxima vivienda en alquiler.Con nuestros servicios podrá encontrar la vivienda que necesita. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.Promoción válida para contratos firmados antes de 30 de septiembre del 2022 (incluido). Esta promoción no es acumulable. Condiciones válidas para inmuebles identificados en webs y portales con detalle promocional de campaña identificado en descriptivo del anuncio. El inmueble se encuentra ocupado ilegalmente por terceros y sin los suministros debidamente contratados. Si a fecha de venta el vendedor hubiese demandado judicialmente la ocupación, podrá el adquirente subrogarse en dicha demanda, no pudiendo reclamar importe alguno al vendedor como consecuencia de ello, salvo por los honorarios de abogados y procuradores que hasta la fecha de la transmisión se hubiesen devengado que, en cualquier caso, serán por cuenta de éste. Si en la fecha de venta, el vendedor hubiese interpuesto una denuncia penal, que se encontrase en curso, se comunicará al Juzgado la venta, apartándose el vendedor del procedimiento como acusación particular. El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impiden i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación, no podrá ser hipotecado. En consecuencia, no podrá constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética (en el caso de que el activo lo requiera). Se recomienda que el comprador obtenga asesoramiento profesional antes de adoptar la decisión de compra. .",12.25,True,4,Parque Inlasa,False,False,4 or more,Other
261,24,699.0,penthouse,78.0,True,2,1,"Calle de la Retama, 19",Colmenar Viejo,40.66085,-3.76745,27684,"Se alquila estupendo ático de 78 m2 (70 útiles) según catastro, con una amplia terraza de 20m2. Consta 2 dormitorios, 1 cuarto de baño, salón y cocina independiente. Dispone de puerta blindada, suelos de tarima, ventanas climalit, armarios empotrados, aire acondicionado y calefacción individual por gas natural. Se alquila vacía de muebles. Finca sin ascensor. No admite animales Esta vivienda será gestionada integralmente a través de la Agencia Negociadora del Alquiler, empresa líder en la gestión del alquiler de viviendas de la Comunidad de Madrid, que se encargará de intentar solucionar y gestionar a los inquilinos cualquier tipo de incidencia (no imputable a ellos) que pueda surgir durante la duración del arrendamiento. También se encargará de tramitar el depósito de la fianza entregada por los inquilinos en la Agencia Social de la Vivienda de la Comunidad de Madrid. ÚNETE AL TRANQUILER! Gastos de Comunidad incluidos en la renta. En función de la documentación aportada, podrán aumentar las garantías económicas que se soliciten. Los honorarios por la gestión de la Agencia Negociadora del Alquiler son de una mensualidad de renta + el 21% de IVA.",8.961538461538462,False,2,Centro,False,False,2,Other
262,28,725.0,flat,67.0,True,3 or more,1,Calle Valladolid,Móstoles,40.32062,-3.86225,17191,"PROMOCIÓN: 1 MES DE ALQUILER GRATIS si reservas antes del 30 de septiembre. Y además, ¡sin comisiones de agencia!.Piso de 68 m² en alquiler de 3 dormitorios, ubicado en Móstoles, provincia de Madrid. Muy bien comunicado en todos los aspectos, a pocos minutos de la parada de metro Pradillo y con accesos a través de las carreteras M-506, M-50, y la R-5. Además, y al ser una zona con todos los servicios, el Centro Comercial Dos de Mayo, centro de salud, el Hospital de Móstoles, centro de especialidades, restaurantes, el Colegio Público Joan Miró, el Ayuntamiento, etc, esta vivienda se presenta en el mercado como una oportunidad residencial en una buena zona. Construido en 1975, este piso cuenta con una superficie de 68 m² y distribuye en salón-comedor, 3 dormitorios, cocina amueblada con armarios altos y bajos y equipada con horno, vitrocerámica y campana extractora, 1 baño amueblado dotado de bañera, balcón y galería, listo para convertirse en su próxima vivienda en alquiler. Con nuestros servicios podrá encontrar la vivienda que necesita. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente. Promoción válida para contratos firmados antes de 30 de septiembre del 2022 (incluido). Esta promoción no es acumulable. Condiciones válidas para inmuebles identificados en webs y portales con detalle promocional de campaña identificado en descriptivo del anuncio. El inmueble se encuentra ocupado ilegalmente por terceros y sin los suministros debidamente contratados. Si a fecha de venta el vendedor hubiese demandado judicialmente la ocupación, podrá el adquirente subrogarse en dicha demanda, no pudiendo reclamar importe alguno al vendedor como consecuencia de ello, salvo por los honorarios de abogados y procuradores que hasta la fecha de la transmisión se hubiesen devengado que, en cualquier caso, serán por cuenta de éste. Si en la fecha de venta, el vendedor hubiese interpuesto una denuncia penal, que se encontrase en curso, se comunicará al Juzgado la venta, apartándose el vendedor del procedimiento como acusación particular. El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impiden i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación, no podrá ser hipotecado. En consecuencia, no podrá constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética (en el caso de que el activo lo requiera). Se recomienda que el comprador obtenga asesoramiento profesional antes de adoptar la decisión de compra. .",10.82089552238806,True,4,Centro,False,False,4 or more,Other
263,21,740.0,flat,77.0,True,3 or more,2,Calle Miguel Ángel,Alcalá de Henares,40.47375,-3.37628,28385,"PROMOCIÓN: 1 MES DE ALQUILER GRATIS si reservas antes del 30 de septiembre. Y además, ¡sin comisiones de agencia. Piso de 77 m² en alquiler de 3 dormitorios situado en Alcalá de Henares, provincia de Madrid. La vivienda está bien comunicada, a 10 minutos de la estación del tren y por carretera, mediante los accesos M-300 y A-2. La zona dispone de equipamiento variado, centro de salud, centro comercial, restaurantes, gasolinera, farmacia, auditorio, parques, etc. Construido en 1982 este piso tiene una superficie de 77 m² y se distribuye en salón-comedor, 2 dormitorios con armarios empotrados, cocina amueblada con armarios altos y bajos y equipada con horno, vitrocerámica y campana extractora y 2 baños, listo para convertirse en su próxima vivienda en alquiler. Con nuestros servicios podrá encontrar la vivienda que necesita. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente. Promoción válida para contratos firmados antes de 30 de septiembre del 2022 (incluido). Esta promoción no es acumulable. Condiciones válidas para inmuebles identificados en webs y portales con detalle promocional de campaña identificado en descriptivo del anuncio.",9.61038961038961,True,0,Reyes Católicos,True,False,0,Other
265,20,720.0,flat,73.0,True,1,1,"La fuente, 27",Collado Villalba,40.62973,-4.00426,34761,"Oportunidad, perfecto estado. Muy céntrico seminuevo perfecto estado junto a Plaza de los Belgas, cerca de ambulatorio, juzgados supermercados, Renfe Estación e autobuses, piso en planta segunda de edificio compuesto de hall, salón comedor, cocina amueblada con muebles altos bajos campana extractora vitro cerámica y horno terrazas tendero, gran dormitorio con armarios empotrados, baño completo con bañera totalmente independiente, suelos de tarima, ventanas de aluminio, calefacción Gas Natural, ascensor, dos plazas de garaje incluidas, oportunidad única.",9.863013698630137,True,2,Villalba Estación,True,False,2,Other
266,21,750.0,flat,79.0,True,3 or more,1,"Calle Pizarro, 16",Getafe,40.31324,-3.73025,11728,"Se alquila estupenda vivienda exterior y muy luminosa de 79m2 (75 útiles) según catastro. Consta de 3 dormitorios, 1 cuarto de baño, salón y cocina independiente con un patio privado. Dispone de puerta blindada, suelos de parquet y tarima, ventanas climalit, electrodomésticos, airea acondicionado y calefacción individual por gas natural. Finca con ascensor. Se alquila vacía de muebles. No admite animales. Esta vivienda será gestionada integralmente a través de la Agencia Negociadora del Alquiler, empresa líder en la gestión del alquiler de viviendas de la Comunidad de Madrid, que se encargará de intentar solucionar y gestionar a los inquilinos cualquier tipo de incidencia (no imputable a ellos) que pueda surgir durante la duración del arrendamiento. También se encargará de tramitar el depósito de la fianza entregada por los inquilinos en la Agencia Social de la Vivienda de la Comunidad de Madrid. ÚNETE AL TRANQUILER! Gastos de Comunidad incluidos en la renta. En función de la documentación aportada, podrán aumentar las garantías económicas que se soliciten. Los honorarios por la gestión de la Agencia Negociadora del Alquiler son de una mensualidad de renta + el 21% de IVA.",9.49367088607595,False,0.5,Universidad,True,False,0.5,Other
